invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
I952906,C322035,Toys,3,107.52,Jan 27 2021,Mall of Istanbul
I273265,C995638,Food & Beverage,5,26.15,07-07-2021,Metrocity
I226772,C241976,Toys,5,179.2,06.02.2023,Istinye Park
I166728,C146752,Food & Beverage,1,5.23,2022-04-04,Zorlu Center
I203610,C273327,Books,2,30.3,2021-03-13,Metrocity
I189904,C296486,Cosmetics,4, 162.64 ,24-07-2022,Istinye Park
I188707,C311348,Clothing,1,-300.08,11-25-2021,Istinye Park
I171341,C309951,Food & Beverage,4,"20,92",07-09-2021,Mall of Istanbul
I304186,C536173,Cosmetics,4,162.64,2022-12-24,Kanyon
I316361,C254200,Shoes,3,1800.51,2022-10-29,Istinye Park
I320575,C175287,Clothing,1,300.08,12-09-2022,Cevahir AVM
I231580,C295601,CLOTHING,4,1200.32,27-09-2022,Metrocity
I188449,C185088,Clothing,1,300.08,28-03-2022,Mall of Istanbul
I106372,C996247,COSMETICS,4,162.64,04-07-2021,Emaar Square Mall
I254048,C280009,Clothing,2,600.16,16/04/2021,Zorlu Center
I180459,C152859,Shoes,2,1200.34,20-03-2022,Mall of Istanbul
I307337,C322195,Shoes,3,1800.51,02-25-2023,Metropol AVM
I214826,C306616,Books,1,15.15,21-02-2023,Mall of Istanbul
I100617,C745941,Books,5,75.75,06-07-2022,Zorlu Center
I278894,C245269,Food & Beverage,5,26.15,25-05-2022,Istinye Park
I309637,C298720,Clothing,3,900.24,24.11.2021,Metrocity
I178874,C520827,Toys,1,35.84,27-09-2021,Kanyon
I254276,C103078,Souvenir,4,46.92,27-07-2021,Mall of Istanbul
I351885,C303794,Souvenir,3,35.19,05-03-2021,Kanyon
I926287,C140339,Food & Beverage,1,5.23,30-05-2021,Forum Istanbul
I244802,C171755,Books,2,30.3,27-08-2021,Mall of Istanbul
I806765,C196953,Clothing,5,1500.4,03-08-2021,Mall of Istanbul
I256405,C232680,Cosmetics,5,203.3,15.07.2021,Metrocity
I156467,C327586,Clothing,2,600.16,16.07.2022,Istinye Park
I779078,C917339,Books,3,45.45,13-10-2021,Istinye Park
I108455,C223525,Clothing,1,300.08,11-02-2023,Kanyon
I259115,C289186,Souvenir,4,46.92,25/04/2022,Istinye Park
I943265,C860228,Cosmetics,1, 40.66 ,02-03-2023,Metrocity
I320229,C183902,Toys,1,35.84,Feb 25 2023,Emaar Square Mall
I239412,C103696,Clothing,5,1500.4,30.05.2022,Zorlu Center
I687023,C156965,Clothing,5,1500.4,28-08-2022,Forum Istanbul
I110804,C105807,Toys,3,107.52,03-01-2023,Zorlu Center
I334347,C176324,Clothing,5,1500.4,21-09-2021,Mall of Istanbul
I503490,C230932,Books,3,45.45,04-10-2022,Kanyon
I612377,C207079,Technology,,5250.0,19-04-2022,Mall of Istanbul
I162744,C155121,Souvenir,2,23.46,20-01-2023,Metropol AVM
I189929,C121741,Food & Beverage,2,10.46,12-04-2022,Kanyon
I224621,C854938,  Clothing  ,3,900.24,11-12-2022,Mall of Istanbul
I213202,C921867,Food & Beverage,1,5.23,25-01-2023,Mall of Istanbul
I104323,C259462,Shoes,5,3000.85,09-11-2022,Forum Istanbul
I949604,C211611,Shoes,5,3000.85,10-01-2021,Zorlu Center
I308384,C181634,Clothing,2,600.16,10-01-2023,Metropol AVM
I114365,C222677,food & beverage,4,20.92,10-10-2022,Metrocity
I440064,C182792,Cosmetics,5,203.3,10-12-2022,Metrocity
I758572,C110929,Clothing,1, 300.08 ,18-12-2021,Viaport Outlet
I280261,C252245,Technology,3,3150.0,12-05-2022,Metrocity
I874663,C305128,books,2,30.3,05-09-2021,Zorlu Center
I148752,C206662,Technology,3,3150.0,20-09-2022,Metrocity
I309432,C858501,Cosmetics,3,121.98,21-02-2022,Istinye Park
I322550,C289991,Toys,,107.52,30-04-2022,Kanyon
I611978,C262966,Cosmetics,5,203.3,19-06-2022,Metrocity
I223875,C493406,Shoes,3,1800.51,30-06-2021,Emaar Square Mall
I304874,C498331,Books,1,15.15,29/11/2022, METROCITY 
I206468,C209837,Food & Beverage,2,10.46,01-01-2022,Metrocity
I780302,C331245,Clothing,3,900.24,09-08-2021,Kanyon
I202821,C549178,Food & Beverage,3,15.69,10-02-2023,Cevahir AVM
I138674,C155059,Cosmetics,2,81.32,14/02/2022,Metropol AVM
I225087,C332869,Technology,2,2100.0,17-03-2022,Mall of Istanbul
I310101,C947821,Food & Beverage,1,5.23,01-03-2022,Mall of Istanbul
I761892,C895461,Souvenir,1,11.73,26-01-2023,Metropol AVM
I114072,C242567,Clothing,4,1200.32,24-05-2021,Mall of Istanbul
I169519,C255802,Clothing,4,1200.32,06-09-2022,Mall of Istanbul
I326603,C235730,Clothing,3,900.24,15-07-2022,Mall of Istanbul
I707022,C660271,Toys,3, 107.52 ,18-02-2021,Kanyon
I389963,C754454,Shoes,1,600.17,13-07-2021,Kanyon
I175325,C274129,Clothing,2,600.16,16-03-2022,Viaport Outlet
I287165,C319669,Souvenir,2,23.46,20-08-2021, VIAPORT OUTLET 
I214625,C806835,Shoes,4,2400.68,31-07-2021, VIAPORT OUTLET 
I239100,C253665,Technology,5,5250.0,08-05-2022,Metropol AVM
I918965,C608649,Books,2,30.3,18-07-2021,Viaport Outlet
I406829,C334852,Clothing,1,300.08,29-05-2021,Metrocity
I272995,C283466,Shoes,1,600.17,01-10-2022,Istinye Park
I289603,C200454,Toys,1,35.84,04-07-2021,Zorlu Center
I901243,C106420,Clothing,5,1500.4,28-10-2021,Istinye Park
I216022,C235618,Clothing,1,300.08,27-01-2023,Kanyon
I666827,C151990,Books,1,15.15,29-04-2021,Metropol AVM
I745503,C256364,Clothing,3,900.24,Mar 23 2022,Forum Istanbul
I506939,C183217,Clothing,4, 1200.32 ,11-06-2022,Mall of Istanbul
I524244,C678631,Clothing,4,1200.32,04-01-2021,Mall of Istanbul
I214029,C239178,Clothing,2,600.16,14-08-2021,Cevahir AVM
I256630,C296855,Food & Beverage,1,5.23,21-12-2022,Kanyon
I653145,C181908,Clothing,1,300.08,11-03-2022,Mall of Istanbul
I325823,C156485,Shoes,4,2400.68,16-06-2021,Viaport Outlet
I299966,C301191,Cosmetics,3,121.98,10-27-2021,Kanyon
I311174,C552596,Food & Beverage,1,5.23,13-07-2021,Metropol AVM
I183484,C998336,Clothing,5,"1500,4",07.09.2021,Emaar Square Mall
I259986,C408879,Cosmetics,4,162.64,18-05-2022,Viaport Outlet
I283879,C125554,SOUVENIR,1,-11.73,21-12-2022,Forum Istanbul
I261703,C878814,Food & Beverage,2,10.46,02-12-2021,Istinye Park
I582398,C489583,Clothing,4,1200.32,16-12-2021,Mall of Istanbul
I249709,C632255,Clothing,5,1500.4,19-11-2022,Mall of Istanbul
I338648,C334597,Cosmetics,5,203.3,04-04-2021,Metrocity
I274697,C129382,Clothing,1,300.08,06-02-2022,Mall of Istanbul
I868714,C186826,Toys,5,179.2,04-12-2022,Metrocity
I173405,C398882,,4,143.36,May 24 2022,Mall of Istanbul
I462311,C518686,Shoes,3,1800.51,12-02-2022,Metrocity
I266365,C282089,Food & Beverage,3,15.69,11-04-2021,Istinye Park
I134398,C969604,Clothing,5,1500.4,24-03-2021,Metropol AVM
I291968,C612817,Cosmetics,3,121.98,27-10-2021,Metropol AVM
I134118,C129136,Clothing,3,900.24,23-08-2021,
I113471,C831276,Cosmetics,3,121.98,13-03-2021,Emaar Square Mall
I309596,C933335,Toys,3,107.52,11-09-2021,Istinye Park
I273885,C327661,Food & Beverage,4,20.92,22-11-2021,Metropol AVM
I196083,C249771,Toys,5, 179.2 ,07-01-2022,Metropol AVM
I258808,C261339,Clothing,5,1500.4,07-02-2021,Metrocity
I160715,C503787,Clothing,2,600.16,27.01.2022,Emaar Square Mall
I192217,C309807,Shoes,4,2400.68,07-02-2021,Emaar Square Mall
I132100,C207898,Food & Beverage,3,15.69,2021-05-26,Metrocity
I234713,C204781,Shoes,4,2400.68,20-10-2021,Emaar Square Mall
I262383,C687602,Books,4,60.6,28-01-2023,Kanyon
I280487,C105844,Clothing,2,600.16,29-06-2021,Emaar Square Mall
I229370,C118384,,2,600.16,29-05-2021,Zorlu Center
I266090,C978304,Books,1,15.15,01-06-2021,Istinye Park
I286247,C124303,Toys,5,179.2,02-06-2023,Zorlu Center
I280959,C271075,Food & Beverage,5,26.15,22-11-2022,Cevahir AVM
I550486,C270013,Books,2,30.3,24-11-2021,Metrocity
I334173,C261896,TOYS,3,107.52,01-11-2022,Mall of Istanbul
I275646,C238237,Clothing,3,900.24,08-01-2021,Kanyon
I148681,C162555,Clothing,3,$900.24,08-07-2021,Mall of Istanbul
I301150,C224886,Clothing,5,1500.4,10.11.2021,Zorlu Center
I149776,C650016,Cosmetics,1,40.66,13-06-2021,Metrocity
I103004,C560575,Food & Beverage,1, 5.23 ,04-02-2022, METROPOL AVM 
I373216,C134572,Food & Beverage,1,5.23,17-02-2021,Kanyon
I815409,C150009,Clothing,5,1500.4,2022-07-03,Forum Istanbul
I159413,C218675,Shoes,5,3000.85,08-06-2022,Zorlu Center
I336882,C212507,Cosmetics,5,203.3,01/08/2022,Mall of Istanbul
I219327,C109587,Food & Beverage,3,15.69,05-09-2022,Kanyon
I278077,C228153,Books,3,45.45,18-11-2021,Mall of Istanbul
I330988,C138941,Books,1,15.15,03-07-2023,Emaar Square Mall
I141330,C235265,Food & Beverage,5,26.15,11-09-2022,Mall of Istanbul
I323383,C201493,Clothing,1,300.08,10/01/2021,Metrocity
I111854,C790387,Toys,2,71.68,10/11/2022,Zorlu Center
I339173,C256965,Clothing,2,600.16,Jan 10 2022,Istinye Park
I185909,C144587,Shoes,1,600.17,11-07-2021,Metrocity
I175212,C331128,Shoes,1,600.17,28-09-2021,Zorlu Center
I448603,C343699,Clothing,5,1500.4,06-01-2023,Metrocity
I334003,C240459,Clothing,3,900.24,26-01-2023,Mall of Istanbul
I318616,C644108,Souvenir,3,35.19,02-06-2021,Metropol AVM
I866118,C322813,Clothing,3,900.24,09-11-2021,Kanyon
I152825,C280338,Clothing,4,1200.32,05-12-2022,Kanyon
I238464,C770884,Shoes,3,1800.51,04-17-2022,Kanyon
I331411,C124822,Toys,3,$107.52,03-06-2021,Istinye Park
I146995,C305527,Clothing,4,1200.32,14-04-2022,Forum Istanbul
I297046,C282850,Shoes,4,2400.68,27.12.2022,Forum Istanbul
I222296,C903905,Clothing,1,300.08,30-03-2022,Mall of Istanbul
I102009,C146739,Shoes,1,600.17,13-11-2021,Forum Istanbul
I262870,C138856,Cosmetics,3,121.98,01-12-2021,
I231704,C106025,Cosmetics,4,162.64,26-09-2021,Viaport Outlet
I210242,C926371,Shoes,1,600.17,08-10-2021,Mall of Istanbul
I236139,C613006,Cosmetics,1,40.66,11-04-2021,Kanyon
I253738,C917685,Technology,4, 4200.0 ,10-18-2022,Mall of Istanbul
I779124,C313136,,2,600.16,14-12-2022,Kanyon
I117506,C284819,Clothing,2,600.16,25-12-2021,Forum Istanbul
I692420,C569843,clothing,1,300.08,10-08-2021,Kanyon
I326419,C728845,Shoes,3,1800.51,26-05-2021,Zorlu Center
I257599,C235386,Toys,1,"35,84",20-10-2022,Istinye Park
I275218,C251546,Cosmetics,5,203.3,2021-07-24,Viaport Outlet
I168701,C112992,Shoes,5,3000.85,22-01-2021,Kanyon
I315739,C271246,Technology,3,3150.0,08-05-2022,Mall of Istanbul
I675407,C239565,Cosmetics,4,162.64,Jul 22 2022,Mall of Istanbul
I104704,C242578,Souvenir,3,35.19,30-01-2021,Kanyon
I328026,C827307,Shoes,4,2400.68,15-02-2023,Kanyon
I495532,C664723,COSMETICS,2,81.32,04-03-2021, METROPOL AVM 
I125980,C100420,Clothing,4,1200.32,28-02-2022,Mall of Istanbul
I119142,C278588,Cosmetics,5,203.3,2023-01-25,Cevahir AVM
I169845,C486223,Cosmetics,3, 121.98 ,28-09-2022,Mall of Istanbul
I113352,C164680,Cosmetics,5,203.3,19-06-2021,Metropol AVM
I208337,C324088,Food & Beverage,3,15.69,05-03-2023,Kanyon
I162700,C624994,Cosmetics,2,81.32,25-08-2022,Istinye Park
I143985,C123408,SHOES,2,1200.34,20-10-2021,Zorlu Center
I147198,C788832,Cosmetics,4,162.64,21-08-2022,Viaport Outlet
I134847,C329062,Cosmetics,5,203.3,13-09-2022,Istinye Park
I169876,C164047,Books,,30.3,08-03-2021,Viaport Outlet
I246892,C114127,Toys,1,35.84,07.03.2022,Metropol AVM
I862957,C195788,Toys,2,71.68,02-11-2021, MALL OF ISTANBUL 
I157662,C860040,Clothing,5,1500.4,03-03-2023,Metrocity
I118393,C388366,Clothing,2,600.16,11-10-2021,Istinye Park
I161179,C263195,Clothing,1,300.08,May 04 2021,Metropol AVM
I389198,C679925,Cosmetics,3,121.98,09/09/2021,Metropol AVM
I189271,C288828,Books,2,30.3,02-01-2023,Metrocity
I839587,C287178,Toys,,107.52,06-12-2022,Emaar Square Mall
I306285,C155941,Food & Beverage,4,20.92,03-08-2021,Metrocity
I183485,C218174,cosmetics,4,162.64,27-05-2021,Metropol AVM
I113571,C291856,Clothing,1,300.08,03-11-2021,Mall of Istanbul
I269841,C216610,Clothing,2,600.16,10-09-2022,Istinye Park
I209648,C284871,Souvenir,5,58.65,30-03-2021,Mall of Istanbul
I469056,C159041,Clothing,5,1500.4,04-07-2022,Forum Istanbul
I573323,C276752,Food & Beverage,1,5.23,23-09-2022,Mall of Istanbul
I244844,C173468,shoes,5,3000.85,24-07-2021,Kanyon
I146213,C150282,Clothing,3,900.24,02-11-2022,Mall of Istanbul
I300828,C498991,Clothing,2,600.16,01-07-2021,Mall of Istanbul
I280212,C737032,Clothing,3,900.24,24-07-2021,Istinye Park
I592217,C749450,Clothing,5,1500.4,31-08-2022,Istinye Park
I251100,C140488,  Cosmetics  ,4,162.64,11-06-2021,Kanyon
I178656,C648413,clothing,1,300.08,10-09-2022,
I282654,C213090,Clothing,4,1200.32,05.10.2021,
I153345,C378563,Technology,1,1050.0,08-06-2022,Kanyon
I206889,C152257,Food & Beverage,1,5.23,24-10-2022,Mall of Istanbul
I485516,C113384,Clothing,5,1500.4,Jul 17 2022, KANYON 
I147412,C223667,Cosmetics,4,162.64,25-02-2022,Kanyon
I153964,C843021,Cosmetics,1,40.66,Feb 19 2023,Kanyon
I606845,C255490,Toys,3,107.52,10-11-2022,Cevahir AVM
I972246,C258505,Shoes,5,3000.85,03-05-2021,Kanyon
I277340,C252174,Clothing,3,900.24,07.07.2021,Forum Istanbul
I123123,C202206,Books,4,60.6,17-09-2022,Istinye Park
I193509,C274974,,1,300.08,16-05-2022,Viaport Outlet
I240511,C199044,Clothing,3,900.24,06-11-2022,Istinye Park
I250160,C159936,Books,3,45.45,12-08-2022,Mall of Istanbul
I284080,C698077,Clothing,2,$600.16,24-03-2021,Mall of Istanbul
I186487,C256199,Shoes,3,1800.51,12-02-2021,Mall of Istanbul
I163995,C193430,Clothing,3,900.24,27-12-2022,Metropol AVM
I213331,C950672,Shoes,4,2400.68,18-05-2021,Kanyon
I735694,C146598,Shoes,5,3000.85,08-09-2022,Viaport Outlet
I145388,C132603,Toys,1,35.84,Feb 25 2023,Metrocity
I256275,C295005,,2,71.68,30-11-2021,Metrocity
I303864,C328412,Clothing,5,1500.4,28-09-2021,Viaport Outlet
I202747,C175177,Food & Beverage,1,5.23,09-09-2022,Viaport Outlet
I310336,C274104,Shoes,3,1800.51,24-02-2023,Metrocity
I168927,C232857,Souvenir,5,58.65,16-03-2021,Kanyon
I274225,C260609,Food & Beverage,2,10.46,12-08-2021,Metrocity
I762878,C241739,Clothing,5,1500.4,23-01-2022,Viaport Outlet
I226812,C183554,Shoes,3,1800.51,31-01-2021,Cevahir AVM
I127614,C291352,Clothing,5,1500.4,15-09-2021,Cevahir AVM
I608220,C152209,Shoes,5,3000.85,28-12-2022,Zorlu Center
I160521,C113353,Cosmetics,,162.64,02-08-2021,Kanyon
I718026,C400606,Food & Beverage,1,5.23,11-12-2021, KANYON 
I548102,C106697,Clothing,3,900.24,2021-04-11,Metrocity
I197120,C592468,Shoes,4,2400.68,18-09-2022,Mall of Istanbul
I230752,C608976,Food & Beverage,1,5.23,14-06-2022,Metropol AVM
I152851,C552820,Clothing,1,300.08,10-01-2022,Emaar Square Mall
I143618,C944539,Clothing,4, 1200.32 ,11-01-2022,
I608607,C298189,Toys,4,143.36,15-05-2021,Cevahir AVM
I272345,C146623,Cosmetics,5,"203,3",27/06/2021,Kanyon
I276594,C316122,Clothing,5,1500.4,01/09/2022, MALL OF ISTANBUL 
I884013,C297148,Toys,3,107.52,05-02-2022,
I221481,C623759,Clothing,3,900.24,11-02-2023,Kanyon
I116734,C397133,Shoes,1,600.17,May 22 2021,Forum Istanbul
I202406,C126656,Food & Beverage,4,20.92,02-01-2023,Cevahir AVM
I249265,C324423,Food & Beverage,1,5.23,29-01-2021,Kanyon
I243889,C119270,Toys,1,35.84,06-09-2021,Viaport Outlet
I192134,C161107,Toys,1,35.84,21.03.2021,Istinye Park
I207806,C215683,Food & Beverage,N/A,20.92,02-09-2021,Metropol AVM
I324580,C409710,Books,2,30.3,28-05-2022,Kanyon
I331701,C971963,Technology,4,4200.0,30/08/2022,Istinye Park
I296593,C220227,Clothing,4,1200.32,15-06-2021,Istinye Park
I136245,C235909,Toys,1,35.84,20-06-2022,Metrocity
I238360,C328681,Clothing,5,1500.4,20-03-2021,
I243291,C622491,Clothing,2,600.16,03-03-2021,Kanyon
I218960,C758400,Cosmetics,5,"203,3",22/06/2021,Metrocity
I140639,C224235,Souvenir,1,11.73,21-12-2022,Metrocity
I316686,C846357,Food & Beverage,2,10.46,17-02-2022,Metrocity
I131783,C161665,Souvenir,4,46.92,20-03-2022,Mall of Istanbul
I112058,C204487,Food & Beverage,1,5.23,27-02-2021,Forum Istanbul
I137433,C707135,Clothing,4,"1200,32",04-07-2021,Istinye Park
I147553,C113828,Clothing,5,1500.4,13-12-2022,Mall of Istanbul
I210193,C781845,Shoes,3,1800.51,28-07-2022,Zorlu Center
I316097,C975444,Technology,5,5250.0,01-07-2022,Forum Istanbul
I149597,C679180,Toys,4,143.36,01-05-2022,Emaar Square Mall
I240325,C244696,Clothing,3,900.24,04.01.2021,Kanyon
I437294,C330050,Technology,3,3150.0,07-09-2022,Kanyon
I317054,C332466,Food & Beverage,4,20.92,22-02-2022,Kanyon
I309566,C198366,Shoes,5,3000.85,19-07-2021,Forum Istanbul
I302070,C578488,Cosmetics,5,203.3,May 01 2021,Zorlu Center
I126773,C173337,Clothing,4,1200.32,07-01-2022,Kanyon
I138438,C219727,Cosmetics,4,162.64,19-09-2022,Kanyon
I484912,C262287,Toys,4,143.36,04-06-2022,Kanyon
I230665,C263513,Clothing,1,300.08,07-05-2021,Metrocity
I108531,C269930,Shoes,1,600.17,21-07-2021,Zorlu Center
I250312,C212930,Clothing,2,600.16,17/10/2021,Kanyon
I225394,C261815,Souvenir,3,35.19,03-05-2021,Metrocity
I237128,C687028,Clothing,1,300.08,01-07-2022,Metropol AVM
I241642,C918955,Cosmetics,5, 203.3 ,13-06-2022,Emaar Square Mall
I190560,C207344,BOOKS,1,15.15,18-06-2022,Kanyon
I237199,C278877,Clothing,2,600.16,21-08-2022,Kanyon
I317097,C935649,Shoes,1,600.17,27-03-2022,Zorlu Center
I107605,C239329,FOOD & BEVERAGE,3,15.69,Jun 29 2022,Istinye Park
I776275,C260653,Food & Beverage,3,15.69,27-10-2021,Metropol AVM
I776367,C119600,Clothing,1,300.08,24-04-2022,Mall of Istanbul
I945614,C132155,Toys,4,143.36,Oct 10 2022,Kanyon
I171386,C139128,Cosmetics,1,40.66,15.01.2021,Mall of Istanbul
I307349,C295377,Toys,2,71.68,22-09-2021,Metrocity
I192911,C642829,Food & Beverage,5,26.15,01-01-2021,
I608882,C110712,Clothing,1,300.08,30-08-2022,Mall of Istanbul
I680425,C515191,,3,900.24,2021-03-25,Kanyon
I313230,C310874,Shoes,4,2400.68,25-01-2021,Kanyon
I299379,C171110,Food & Beverage,3,15.69,06-01-2021,
I141763,C243164,Clothing,2,600.16,25-12-2021,Istinye Park
I123329,C310838,Clothing,3,900.24,22-04-2022, MALL OF ISTANBUL 
I401648,C308873,Toys,-3.0,107.52,21-05-2022,Mall of Istanbul
I147204,C218062,Food & Beverage,1,5.23,16-08-2021,Mall of Istanbul
I312247,C310762,Cosmetics,5,203.3,29-12-2021,Istinye Park
I922879,C241420,Cosmetics,4,162.64,20-02-2022,Emaar Square Mall
I270108,C203750,Shoes,2,1200.34,01-06-2021, METROPOL AVM 
I117090,C245133,Clothing,3,900.24,07-01-2021, ZORLU CENTER 
I285347,C178177,Clothing,1,300.08,Feb 20 2023,Istinye Park
I102691,C253781,Souvenir,3,35.19,06-10-2021,Metropol AVM
I308768,C291817,Clothing,2,-600.16,14-10-2021,
I305408,C120886,Technology,3,3150.0,27-05-2021,Istinye Park
I175039,C337875,Cosmetics,1,40.66,24-03-2022,Cevahir AVM
I216463,C214722,Books,5,"75,75",09-03-2022,Zorlu Center
I247770,C211724,Clothing,3,900.24,07-09-2022,Metropol AVM
I175501,C305717,Technology,4,4200.0,24.06.2022,Kanyon
I109430,C206382,Clothing,,1200.32,20-06-2021,Metropol AVM
I177993,C294836,Technology,1,1050.0,17-09-2022,Kanyon
I333115,C149966,Shoes,2,1200.34,21-06-2022,Cevahir AVM
I281033,C129489,Toys,3,107.52,19-02-2022,Mall of Istanbul
I249513,C154792,Clothing,4,1200.32,14-05-2021,Metrocity
I994885,C832871,Clothing,3,900.24,10-17-2021,Metropol AVM
I547937,C700743,Clothing,2,600.16,13-09-2022,
I214551,C163422,Shoes,4,2400.68,12-02-2023,Viaport Outlet
I257038,C184341,CLOTHING,1,300.08,May 29 2021,Kanyon
I251216,C358024,Cosmetics,five,203.3,03-12-2021,Metrocity
I103702,C309052,COSMETICS,5,203.3,22-03-2021,Metropol AVM
I499618,C680543,Cosmetics,1,40.66,08-12-2021,Kanyon
I131522,C192810,Toys,4,143.36,01-01-2023,Kanyon
I125124,C266374,Clothing,3,900.24,10-10-2021,Viaport Outlet
I570431,C183407,Food & Beverage,4,20.92,Jul 28 2022,Metropol AVM
I242053,C447424,Food & Beverage,3,15.69,23-06-2021, ISTINYE PARK 
I122030,C540429,Shoes,4,2400.68,09-05-2022,Mall of Istanbul
I525267,C302940,Toys,3,107.52,29-09-2022,Mall of Istanbul
I141029,C244812,Clothing,2,600.16,10-16-2021,Kanyon
I707659,C149364,Food & Beverage,2,10.46,28-01-2022,Mall of Istanbul
I253020,C348293,Clothing,1,300.08,17-06-2021,Kanyon
I268073,C209118,Cosmetics,1,40.66,20-11-2021,Metropol AVM
I288374,C107486,shoes,3,1800.51,03-07-2021,Metrocity
I220265,C647394,Books,3,45.45,28-04-2022,Mall of Istanbul
I132570,C123675,Shoes,4,2400.68,27-11-2022,Metrocity
I202240,C101709,Books,5,75.75,20-02-2022,Kanyon
I150109,C734626,Souvenir,4,46.92,28-09-2021,
I359741,C248295,Clothing,5,1500.4,09-05-2021,Kanyon
I154161,C154015,Books,5,75.75,10-09-2021,Mall of Istanbul
I261980,C269903,Clothing,2,600.16,07/03/2023, VIAPORT OUTLET 
I238899,C750318,Clothing,2,600.16,13-04-2021,Metrocity
I280531,C126734,TOYS,4,143.36,16-09-2021,Emaar Square Mall
I552343,C134392,Shoes,5,3000.85,12-04-2022,Istinye Park
I188629,C103819,Cosmetics,1,-40.66,16/05/2022,Emaar Square Mall
I105147,C290313,Food & Beverage,1,5.23,04/08/2022,
I274352,C377503,Clothing,5,1500.4,01-01-2023,
I594816,C172346,Cosmetics,4,162.64,03-02-2023,Mall of Istanbul
I886042,C760776,Clothing,1,300.08,02-07-2022,Metrocity
I129929,C324133,clothing,2,"600,16",31-03-2021,Istinye Park
I306779,C591806,Technology,5,5250.0,01-06-2022,Metrocity
I331662,C316852,Cosmetics,3,121.98,18.02.2022,Emaar Square Mall
I358916,C174245,Cosmetics,3,121.98,18.03.2022,Mall of Istanbul
I331615,C408551,Cosmetics,2,81.32,19-07-2021,Emaar Square Mall
I970559,C164609,Shoes,1,600.17,13-10-2022,Cevahir AVM
I264512,C377480,Toys,5,179.2,21-04-2021,Cevahir AVM
I659377,C993900,Shoes,1,$600.17,20-09-2021,Forum Istanbul
I254476,C694268,Technology,4,4200.0,01/05/2022,Istinye Park
I123545,C188703,Food & Beverage,,5.23,10-07-2021,Kanyon
I107993,C232460,Cosmetics,3,121.98,25-08-2022,Mall of Istanbul
I170302,C264105,Cosmetics,0,81.32,09-07-2022,Kanyon
I307580,C962213,Clothing,4,1200.32,14-11-2022,Viaport Outlet
I332039,C889163,Shoes,4,2400.68,23-02-2021,Metropol AVM
I254135,C141296,Cosmetics,5,203.3,12-01-2021,Forum Istanbul
I156674,C226593,Toys,3,107.52,28/08/2022,Metrocity
I211088,C181746,Clothing,1,300.08,17-10-2021,Mall of Istanbul
I149966,C184904,Cosmetics,5,203.3,28/10/2021,Metropol AVM
I329869,C277167,Shoes,5,3000.85,08-11-2022, FORUM ISTANBUL 
I993730,C215470,Souvenir,2,23.46,24-06-2021,
I234927,C294121,Clothing,3,900.24,20-11-2021,Kanyon
I140473,C208680,Shoes,2,1200.34,18-11-2021,Metropol AVM
I133592,C174244,Cosmetics,4,-162.64,Jun 10 2021,Kanyon
I747906,C226556,Cosmetics,4,162.64,20-03-2022, FORUM ISTANBUL 
I190436,C287469,Toys,1,35.84,29-12-2021,Viaport Outlet
I123319,C109528,Food & Beverage,3,15.69,17-09-2021,Metropol AVM
I815253,C262720,Cosmetics,1,40.66,04-04-2021,
I165197,C233386,Food & Beverage,5,26.15,21-03-2022,Mall of Istanbul
I216942,C118023,Clothing,4,1200.32,28-05-2022,Kanyon
I305211,C260443,Clothing,2,600.16,16-02-2022,Kanyon
I204416,C268450,cosmetics,2,"81,32",23-12-2022,Kanyon
I235389,C142309,  Clothing  ,5,1500.4,03-01-2022,Mall of Istanbul
I224589,C947597,Food & Beverage,1,5.23,20-02-2022,
I698258,C316274,Souvenir,3,35.19,05-11-2021,Kanyon
I889442,C172129,  Souvenir  ,1,11.73,2021-03-10,Forum Istanbul
I189455,C251754,Clothing,3, 900.24 ,21-08-2021,Forum Istanbul
I231406,C148194,Clothing,4,1200.32,24-12-2021,Cevahir AVM
I198772,C104831,Cosmetics,1,40.66,05-12-2021,Kanyon
